event_id,date,journey_id,step_name,step_type,callers_entered,callers_completed,drop_off_callers,no_match_callers,no_input_callers,transferred_callers,avg_step_seconds
EVT00626,2026-04-03,JRN039,Agent transfer,Routing,641,564,64,5,4,13,126
EVT00627,2026-04-03,JRN040,Greeting and language,Menu,3923,3627,258,29,108,38,14
EVT00628,2026-04-03,JRN040,Caller authentication,Authentication,3627,3383,233,31,6,11,65
EVT00629,2026-04-03,JRN040,Intent capture,Speech recognition,3383,2864,453,246,121,66,72
EVT00630,2026-04-03,JRN040,Eligibility or account lookup,Integration,2864,2433,376,13,10,55,90
EVT00631,2026-04-03,JRN040,Self-service resolution,Automation,2433,2129,249,25,8,55,118
EVT00632,2026-04-03,JRN040,Agent transfer,Routing,2129,1844,276,12,6,9,131
EVT00633,2026-04-03,JRN041,Greeting and language,Menu,3660,3505,88,39,155,67,29
EVT00634,2026-04-03,JRN041,Caller authentication,Authentication,3505,3314,181,40,31,10,46
EVT00635,2026-04-03,JRN041,Intent capture,Speech recognition,3314,2974,311,217,158,29,74
EVT00636,2026-04-03,JRN041,Eligibility or account lookup,Integration,2974,2658,284,7,17,32,86
EVT00637,2026-04-03,JRN041,Self-service resolution,Automation,2658,2433,195,10,14,30,108
EVT00638,2026-04-03,JRN041,Agent transfer,Routing,2433,2175,230,18,10,28,127
EVT00639,2026-04-03,JRN042,Greeting and language,Menu,2342,2172,117,14,90,53,25
EVT00640,2026-04-03,JRN042,Intent capture,Speech recognition,2172,1829,308,129,79,35,68
EVT00641,2026-04-03,JRN042,Eligibility or account lookup,Integration,1829,1602,215,10,10,12,87
EVT00642,2026-04-03,JRN042,Self-service resolution,Automation,1602,1422,167,9,10,13,110
EVT00643,2026-04-03,JRN042,Agent transfer,Routing,1422,1249,147,4,6,26,137
EVT00644,2026-04-04,JRN001,Greeting and language,Menu,3056,2770,219,22,117,67,29
EVT00645,2026-04-04,JRN001,Caller authentication,Authentication,2770,2544,158,29,19,68,57
EVT00646,2026-04-04,JRN001,Intent capture,Speech recognition,2544,2165,328,179,123,51,65
EVT00647,2026-04-04,JRN001,Eligibility or account lookup,Integration,2165,1851,294,6,10,20,98
EVT00648,2026-04-04,JRN001,Self-service resolution,Automation,1851,1657,173,17,9,21,111
EVT00649,2026-04-04,JRN001,Agent transfer,Routing,1657,1450,197,16,10,10,131
EVT00650,2026-04-04,JRN002,Greeting and language,Menu,1097,1063,27,3,33,7,40
EVT00651,2026-04-04,JRN002,Intent capture,Speech recognition,1063,953,106,55,39,4,83
EVT00652,2026-04-04,JRN002,Eligibility or account lookup,Integration,953,842,101,10,6,10,95
EVT00653,2026-04-04,JRN002,Self-service resolution,Automation,842,753,74,2,4,15,99
EVT00654,2026-04-04,JRN002,Agent transfer,Routing,753,696,55,4,3,2,139
EVT00655,2026-04-04,JRN003,Greeting and language,Menu,677,621,46,4,16,10,32
EVT00656,2026-04-04,JRN003,Intent capture,Speech recognition,621,530,87,21,25,4,69
EVT00657,2026-04-04,JRN003,Eligibility or account lookup,Integration,530,458,61,1,1,11,83
EVT00658,2026-04-04,JRN003,Self-service resolution,Automation,458,407,45,4,4,6,119
EVT00659,2026-04-04,JRN003,Agent transfer,Routing,407,354,52,4,1,1,123
EVT00660,2026-04-04,JRN004,Greeting and language,Menu,2963,2730,208,21,83,25,35
EVT00661,2026-04-04,JRN004,Caller authentication,Authentication,2730,2531,187,7,24,12,62
EVT00662,2026-04-04,JRN004,Intent capture,Speech recognition,2531,2166,354,161,61,11,68
EVT00663,2026-04-04,JRN004,Eligibility or account lookup,Integration,2166,1842,282,24,13,42,94
EVT00664,2026-04-04,JRN004,Self-service resolution,Automation,1842,1630,188,3,4,24,111
EVT00665,2026-04-04,JRN004,Agent transfer,Routing,1630,1407,207,19,10,16,117
EVT00666,2026-04-04,JRN005,Greeting and language,Menu,651,628,9,3,31,14,20
EVT00667,2026-04-04,JRN005,Caller authentication,Authentication,628,597,18,1,2,13,58
EVT00668,2026-04-04,JRN005,Intent capture,Speech recognition,597,530,59,35,14,8,84
EVT00669,2026-04-04,JRN005,Eligibility or account lookup,Integration,530,474,51,5,2,5,82
EVT00670,2026-04-04,JRN005,Self-service resolution,Automation,474,427,39,4,1,8,112
EVT00671,2026-04-04,JRN005,Agent transfer,Routing,427,382,36,3,1,9,119
EVT00672,2026-04-04,JRN006,Greeting and language,Menu,1335,1279,28,8,36,28,42
EVT00673,2026-04-04,JRN006,Caller authentication,Authentication,1279,1215,35,10,8,29,58
EVT00674,2026-04-04,JRN006,Intent capture,Speech recognition,1215,1081,110,66,35,24,71
EVT00675,2026-04-04,JRN006,Eligibility or account lookup,Integration,1081,967,108,2,3,6,92
EVT00676,2026-04-04,JRN006,Self-service resolution,Automation,967,876,70,8,1,21,98
EVT00677,2026-04-04,JRN006,Agent transfer,Routing,876,798,69,9,6,9,128
EVT00678,2026-04-04,JRN007,Greeting and language,Menu,2202,2027,149,11,105,26,48
EVT00679,2026-04-04,JRN007,Caller authentication,Authentication,2027,1830,171,12,14,26,58
EVT00680,2026-04-04,JRN007,Intent capture,Speech recognition,1830,1578,237,76,78,15,68
EVT00681,2026-04-04,JRN007,Eligibility or account lookup,Integration,1578,1368,178,7,3,32,100
EVT00682,2026-04-04,JRN007,Self-service resolution,Automation,1368,1195,140,16,11,33,104
EVT00683,2026-04-04,JRN007,Agent transfer,Routing,1195,1028,142,6,1,25,145
EVT00684,2026-04-04,JRN008,Greeting and language,Menu,2304,2237,57,14,75,10,28
EVT00685,2026-04-04,JRN008,Intent capture,Speech recognition,2237,1948,247,88,86,42,74
EVT00686,2026-04-04,JRN008,Eligibility or account lookup,Integration,1948,1737,204,21,7,7,91
EVT00687,2026-04-04,JRN008,Self-service resolution,Automation,1737,1556,138,8,2,43,114
EVT00688,2026-04-04,JRN008,Agent transfer,Routing,1556,1377,157,18,7,22,132
EVT00689,2026-04-04,JRN009,Greeting and language,Menu,1822,1728,61,6,81,33,41
EVT00690,2026-04-04,JRN009,Caller authentication,Authentication,1728,1651,66,10,11,11,47
EVT00691,2026-04-04,JRN009,Intent capture,Speech recognition,1651,1447,166,115,53,38,65
EVT00692,2026-04-04,JRN009,Eligibility or account lookup,Integration,1447,1288,123,16,9,36,100
EVT00693,2026-04-04,JRN009,Self-service resolution,Automation,1288,1174,85,14,9,29,102
EVT00694,2026-04-04,JRN009,Agent transfer,Routing,1174,1051,98,13,1,25,129
EVT00695,2026-04-04,JRN010,Greeting and language,Menu,1491,1438,21,7,48,32,49
EVT00696,2026-04-04,JRN010,Intent capture,Speech recognition,1438,1284,132,93,60,22,64
EVT00697,2026-04-04,JRN010,Eligibility or account lookup,Integration,1284,1153,115,14,4,16,105
EVT00698,2026-04-04,JRN010,Self-service resolution,Automation,1153,1074,73,7,2,6,114
EVT00699,2026-04-04,JRN010,Agent transfer,Routing,1074,957,97,2,4,20,123
EVT00700,2026-04-04,JRN011,Greeting and language,Menu,2100,2008,84,18,95,8,40
EVT00701,2026-04-04,JRN011,Caller authentication,Authentication,2008,1880,91,8,6,37,52
EVT00702,2026-04-04,JRN011,Intent capture,Speech recognition,1880,1698,165,129,50,17,73
EVT00703,2026-04-04,JRN011,Eligibility or account lookup,Integration,1698,1516,141,4,10,41,92
EVT00704,2026-04-04,JRN011,Self-service resolution,Automation,1516,1386,105,4,5,25,114
EVT00705,2026-04-04,JRN011,Agent transfer,Routing,1386,1249,128,14,8,9,132
EVT00706,2026-04-04,JRN012,Greeting and language,Menu,1506,1438,53,16,63,15,31
EVT00707,2026-04-04,JRN012,Caller authentication,Authentication,1438,1384,37,8,1,17,34
EVT00708,2026-04-04,JRN012,Intent capture,Speech recognition,1384,1238,114,46,53,32,73
EVT00709,2026-04-04,JRN012,Eligibility or account lookup,Integration,1238,1095,129,9,1,14,85
EVT00710,2026-04-04,JRN012,Self-service resolution,Automation,1095,988,92,11,9,15,112
EVT00711,2026-04-04,JRN012,Agent transfer,Routing,988,889,92,3,8,7,134
EVT00712,2026-04-04,JRN013,Greeting and language,Menu,3075,2848,160,27,152,67,41
EVT00713,2026-04-04,JRN013,Caller authentication,Authentication,2848,2624,195,27,22,29,54
EVT00714,2026-04-04,JRN013,Intent capture,Speech recognition,2624,2322,294,103,86,8,48
EVT00715,2026-04-04,JRN013,Eligibility or account lookup,Integration,2322,2031,270,7,9,21,91
EVT00716,2026-04-04,JRN013,Self-service resolution,Automation,2031,1785,212,9,11,34,104
EVT00717,2026-04-04,JRN013,Agent transfer,Routing,1785,1542,225,7,4,18,120
EVT00718,2026-04-04,JRN014,Greeting and language,Menu,3116,2932,114,24,126,70,34
EVT00719,2026-04-04,JRN014,Intent capture,Speech recognition,2932,2569,314,102,88,49,81
EVT00720,2026-04-04,JRN014,Eligibility or account lookup,Integration,2569,2283,229,11,2,57,88
EVT00721,2026-04-04,JRN014,Self-service resolution,Automation,2283,2090,147,13,10,46,109
EVT00722,2026-04-04,JRN014,Agent transfer,Routing,2090,1834,208,11,18,48,128
EVT00723,2026-04-04,JRN015,Greeting and language,Menu,736,708,21,7,28,7,48
EVT00724,2026-04-04,JRN015,Caller authentication,Authentication,708,666,29,2,1,13,53
EVT00725,2026-04-04,JRN015,Intent capture,Speech recognition,666,596,62,28,30,8,65
EVT00726,2026-04-04,JRN015,Eligibility or account lookup,Integration,596,526,60,2,0,10,83
EVT00727,2026-04-04,JRN015,Self-service resolution,Automation,526,480,35,2,4,11,111
EVT00728,2026-04-04,JRN015,Agent transfer,Routing,480,433,45,1,3,2,133
EVT00729,2026-04-04,JRN016,Greeting and language,Menu,1193,1162,23,11,28,8,32
EVT00730,2026-04-04,JRN016,Intent capture,Speech recognition,1162,1040,117,66,47,5,67
EVT00731,2026-04-04,JRN016,Eligibility or account lookup,Integration,1040,916,108,7,2,16,90
EVT00732,2026-04-04,JRN016,Self-service resolution,Automation,916,846,65,2,1,5,110
EVT00733,2026-04-04,JRN016,Agent transfer,Routing,846,762,72,6,3,12,126
EVT00734,2026-04-04,JRN017,Greeting and language,Menu,2094,2019,62,13,103,13,31
EVT00735,2026-04-04,JRN017,Intent capture,Speech recognition,2019,1783,196,123,87,40,64
EVT00736,2026-04-04,JRN017,Eligibility or account lookup,Integration,1783,1565,186,12,12,32,92
EVT00737,2026-04-04,JRN017,Self-service resolution,Automation,1565,1389,141,12,3,35,107
EVT00738,2026-04-04,JRN017,Agent transfer,Routing,1389,1254,121,5,7,14,140
EVT00739,2026-04-04,JRN018,Greeting and language,Menu,1371,1302,44,16,37,25,33
EVT00740,2026-04-04,JRN018,Caller authentication,Authentication,1302,1256,39,5,4,7,53
EVT00741,2026-04-04,JRN018,Intent capture,Speech recognition,1256,1090,137,90,34,29,75
EVT00742,2026-04-04,JRN018,Eligibility or account lookup,Integration,1090,977,93,12,6,20,92
EVT00743,2026-04-04,JRN018,Self-service resolution,Automation,977,887,86,10,6,4,129
EVT00744,2026-04-04,JRN018,Agent transfer,Routing,887,792,80,8,5,15,125
EVT00745,2026-04-04,JRN019,Greeting and language,Menu,2824,2667,132,23,139,25,21
EVT00746,2026-04-04,JRN019,Caller authentication,Authentication,2667,2449,203,9,20,15,46
EVT00747,2026-04-04,JRN019,Intent capture,Speech recognition,2449,2080,342,148,65,27,74
EVT00748,2026-04-04,JRN019,Eligibility or account lookup,Integration,2080,1817,234,22,14,29,76
EVT00749,2026-04-04,JRN019,Self-service resolution,Automation,1817,1586,187,10,1,44,118
EVT00750,2026-04-04,JRN019,Agent transfer,Routing,1586,1383,166,14,9,37,120
EVT00751,2026-04-04,JRN020,Greeting and language,Menu,974,943,24,7,38,7,35
EVT00752,2026-04-04,JRN020,Caller authentication,Authentication,943,885,42,11,1,16,40
EVT00753,2026-04-04,JRN020,Intent capture,Speech recognition,885,783,94,63,22,8,73
EVT00754,2026-04-04,JRN020,Eligibility or account lookup,Integration,783,695,82,6,6,6,89
EVT00755,2026-04-04,JRN020,Self-service resolution,Automation,695,617,62,1,2,16,103
EVT00756,2026-04-04,JRN020,Agent transfer,Routing,617,559,56,3,1,2,127
EVT00757,2026-04-04,JRN021,Greeting and language,Menu,3673,3536,94,7,93,43,20
EVT00758,2026-04-04,JRN021,Caller authentication,Authentication,3536,3268,182,41,15,86,37
EVT00759,2026-04-04,JRN021,Intent capture,Speech recognition,3268,2877,353,113,98,38,84
EVT00760,2026-04-04,JRN021,Eligibility or account lookup,Integration,2877,2612,234,22,21,31,100
EVT00761,2026-04-04,JRN021,Self-service resolution,Automation,2612,2383,220,25,8,9,113
EVT00762,2026-04-04,JRN021,Agent transfer,Routing,2383,2118,242,14,6,23,130
EVT00763,2026-04-04,JRN022,Greeting and language,Menu,2296,2191,68,12,73,37,36
EVT00764,2026-04-04,JRN022,Intent capture,Speech recognition,2191,1910,235,106,77,46,76
EVT00765,2026-04-04,JRN022,Eligibility or account lookup,Integration,1910,1720,152,22,5,38,81
EVT00766,2026-04-04,JRN022,Self-service resolution,Automation,1720,1560,143,19,9,17,94
EVT00767,2026-04-04,JRN022,Agent transfer,Routing,1560,1393,145,4,7,22,130
EVT00768,2026-04-04,JRN023,Greeting and language,Menu,1018,965,35,11,40,18,43
EVT00769,2026-04-04,JRN023,Caller authentication,Authentication,965,908,35,8,6,22,59
EVT00770,2026-04-04,JRN023,Intent capture,Speech recognition,908,805,93,53,35,10,73
EVT00771,2026-04-04,JRN023,Eligibility or account lookup,Integration,805,705,81,8,5,19,101
EVT00772,2026-04-04,JRN023,Self-service resolution,Automation,705,642,48,4,6,15,106
EVT00773,2026-04-04,JRN023,Agent transfer,Routing,642,576,51,2,5,15,122
EVT00774,2026-04-04,JRN024,Greeting and language,Menu,1150,1078,52,10,38,20,36
EVT00775,2026-04-04,JRN024,Intent capture,Speech recognition,1078,933,136,36,53,9,81
EVT00776,2026-04-04,JRN024,Eligibility or account lookup,Integration,933,810,110,8,5,13,80
EVT00777,2026-04-04,JRN024,Self-service resolution,Automation,810,702,93,4,5,15,122
EVT00778,2026-04-04,JRN024,Agent transfer,Routing,702,605,92,7,2,5,128
EVT00779,2026-04-04,JRN025,Greeting and language,Menu,3687,3425,220,43,114,42,32
EVT00780,2026-04-04,JRN025,Caller authentication,Authentication,3425,3091,263,33,13,71,37
EVT00781,2026-04-04,JRN025,Intent capture,Speech recognition,3091,2724,357,123,97,10,79
EVT00782,2026-04-04,JRN025,Eligibility or account lookup,Integration,2724,2318,348,5,9,58,77
EVT00783,2026-04-04,JRN025,Self-service resolution,Automation,2318,2045,246,23,5,27,97
EVT00784,2026-04-04,JRN025,Agent transfer,Routing,2045,1803,219,20,8,23,126
EVT00785,2026-04-04,JRN026,Greeting and language,Menu,3284,3159,53,36,79,72,33
EVT00786,2026-04-04,JRN026,Caller authentication,Authentication,3159,2985,152,24,6,22,58
EVT00787,2026-04-04,JRN026,Intent capture,Speech recognition,2985,2678,255,195,75,52,71
EVT00788,2026-04-04,JRN026,Eligibility or account lookup,Integration,2678,2425,221,26,6,32,100
EVT00789,2026-04-04,JRN026,Self-service resolution,Automation,2425,2251,156,23,19,18,113
EVT00790,2026-04-04,JRN026,Agent transfer,Routing,2251,2048,192,19,10,11,120
EVT00791,2026-04-04,JRN027,Greeting and language,Menu,4097,3985,56,34,176,56,24
EVT00792,2026-04-04,JRN027,Caller authentication,Authentication,3985,3729,163,22,9,93,64
EVT00793,2026-04-04,JRN027,Intent capture,Speech recognition,3729,3337,355,259,143,37,78
EVT00794,2026-04-04,JRN027,Eligibility or account lookup,Integration,3337,2996,277,33,20,64,98
EVT00795,2026-04-04,JRN027,Self-service resolution,Automation,2996,2715,228,19,9,53,125
EVT00796,2026-04-04,JRN027,Agent transfer,Routing,2715,2426,270,18,5,19,144
EVT00797,2026-04-04,JRN028,Greeting and language,Menu,2810,2662,115,24,117,33,26
EVT00798,2026-04-04,JRN028,Intent capture,Speech recognition,2662,2417,230,184,95,15,83
EVT00799,2026-04-04,JRN028,Eligibility or account lookup,Integration,2417,2183,217,21,10,17,97
EVT00800,2026-04-04,JRN028,Self-service resolution,Automation,2183,2010,137,22,18,36,110
EVT00801,2026-04-04,JRN028,Agent transfer,Routing,2010,1813,168,7,9,29,147
EVT00802,2026-04-04,JRN029,Greeting and language,Menu,1839,1792,41,13,91,6,42
EVT00803,2026-04-04,JRN029,Caller authentication,Authentication,1792,1699,81,16,2,12,48
EVT00804,2026-04-04,JRN029,Intent capture,Speech recognition,1699,1517,162,113,49,20,67
EVT00805,2026-04-04,JRN029,Eligibility or account lookup,Integration,1517,1364,142,15,10,11,87
EVT00806,2026-04-04,JRN029,Self-service resolution,Automation,1364,1247,99,13,8,18,111
EVT00807,2026-04-04,JRN029,Agent transfer,Routing,1247,1129,95,7,4,23,130
EVT00808,2026-04-04,JRN030,Greeting and language,Menu,3149,2879,221,7,128,49,33
EVT00809,2026-04-04,JRN030,Intent capture,Speech recognition,2879,2487,376,150,87,16,64
EVT00810,2026-04-04,JRN030,Eligibility or account lookup,Integration,2487,2103,327,26,16,57,98
EVT00811,2026-04-04,JRN030,Self-service resolution,Automation,2103,1859,200,7,13,44,111
EVT00812,2026-04-04,JRN030,Agent transfer,Routing,1859,1601,241,14,4,17,139
EVT00813,2026-04-05,JRN001,Greeting and language,Menu,3316,3057,224,32,98,35,24
EVT00814,2026-04-05,JRN001,Caller authentication,Authentication,3057,2846,179,19,5,32,60
EVT00815,2026-04-05,JRN001,Intent capture,Speech recognition,2846,2410,396,156,102,40,73
EVT00816,2026-04-05,JRN001,Eligibility or account lookup,Integration,2410,2077,286,16,20,47,96
EVT00817,2026-04-05,JRN001,Self-service resolution,Automation,2077,1865,201,4,2,11,95
EVT00818,2026-04-05,JRN001,Agent transfer,Routing,1865,1612,214,10,14,39,113
EVT00819,2026-04-05,JRN002,Greeting and language,Menu,928,884,27,7,45,17,43
EVT00820,2026-04-05,JRN002,Intent capture,Speech recognition,884,774,93,51,42,17,69
EVT00821,2026-04-05,JRN002,Eligibility or account lookup,Integration,774,697,72,3,3,5,85
EVT00822,2026-04-05,JRN002,Self-service resolution,Automation,697,635,45,8,6,17,112
EVT00823,2026-04-05,JRN002,Agent transfer,Routing,635,559,65,2,1,11,132
EVT00824,2026-04-05,JRN003,Greeting and language,Menu,707,654,43,3,19,10,27
EVT00825,2026-04-05,JRN003,Intent capture,Speech recognition,654,567,76,42,32,11,60
EVT00826,2026-04-05,JRN003,Eligibility or account lookup,Integration,567,502,63,5,2,2,97
EVT00827,2026-04-05,JRN003,Self-service resolution,Automation,502,440,60,2,1,2,125
EVT00828,2026-04-05,JRN003,Agent transfer,Routing,440,382,50,4,2,8,132
EVT00829,2026-04-05,JRN004,Greeting and language,Menu,3214,2957,220,10,81,37,35
EVT00830,2026-04-05,JRN004,Caller authentication,Authentication,2957,2698,236,6,18,23,46
EVT00831,2026-04-05,JRN004,Intent capture,Speech recognition,2698,2310,347,121,73,41,81
EVT00832,2026-04-05,JRN004,Eligibility or account lookup,Integration,2310,2018,252,22,5,40,104
EVT00833,2026-04-05,JRN004,Self-service resolution,Automation,2018,1773,214,9,8,31,107
EVT00834,2026-04-05,JRN004,Agent transfer,Routing,1773,1547,203,9,5,23,117
EVT00835,2026-04-05,JRN005,Greeting and language,Menu,588,578,8,2,23,2,38
EVT00836,2026-04-05,JRN005,Caller authentication,Authentication,578,561,15,6,1,2,54
EVT00837,2026-04-05,JRN005,Intent capture,Speech recognition,561,501,51,24,21,9,60
EVT00838,2026-04-05,JRN005,Eligibility or account lookup,Integration,501,446,47,2,4,8,82
EVT00839,2026-04-05,JRN005,Self-service resolution,Automation,446,400,37,1,3,9,112
EVT00840,2026-04-05,JRN005,Agent transfer,Routing,400,364,29,1,3,7,143
EVT00841,2026-04-05,JRN006,Greeting and language,Menu,1530,1479,42,5,63,9,38
EVT00842,2026-04-05,JRN006,Caller authentication,Authentication,1479,1408,47,13,12,24,55
EVT00843,2026-04-05,JRN006,Intent capture,Speech recognition,1408,1268,135,78,50,5,80
EVT00844,2026-04-05,JRN006,Eligibility or account lookup,Integration,1268,1158,100,7,10,10,88
EVT00845,2026-04-05,JRN006,Self-service resolution,Automation,1158,1046,98,13,2,14,99
EVT00846,2026-04-05,JRN006,Agent transfer,Routing,1046,941,90,5,5,15,137
EVT00847,2026-04-05,JRN007,Greeting and language,Menu,1757,1647,97,7,71,13,25
EVT00848,2026-04-05,JRN007,Caller authentication,Authentication,1647,1496,121,12,13,30,56
EVT00849,2026-04-05,JRN007,Intent capture,Speech recognition,1496,1296,195,72,47,5,82
EVT00850,2026-04-05,JRN007,Eligibility or account lookup,Integration,1296,1125,158,11,7,13,91
EVT00851,2026-04-05,JRN007,Self-service resolution,Automation,1125,1015,107,8,4,3,114
EVT00852,2026-04-05,JRN007,Agent transfer,Routing,1015,891,115,10,3,9,119
EVT00853,2026-04-05,JRN008,Greeting and language,Menu,1821,1771,39,3,46,11,42
EVT00854,2026-04-05,JRN008,Intent capture,Speech recognition,1771,1586,161,97,77,24,70
EVT00855,2026-04-05,JRN008,Eligibility or account lookup,Integration,1586,1435,136,10,7,15,98
EVT00856,2026-04-05,JRN008,Self-service resolution,Automation,1435,1304,96,15,6,35,106
EVT00857,2026-04-05,JRN008,Agent transfer,Routing,1304,1189,105,6,1,10,126
EVT00858,2026-04-05,JRN009,Greeting and language,Menu,2104,2047,39,16,71,18,29
EVT00859,2026-04-05,JRN009,Caller authentication,Authentication,2047,1937,79,5,16,31,55
EVT00860,2026-04-05,JRN009,Intent capture,Speech recognition,1937,1739,179,108,65,19,79
EVT00861,2026-04-05,JRN009,Eligibility or account lookup,Integration,1739,1572,158,3,6,9,93
EVT00862,2026-04-05,JRN009,Self-service resolution,Automation,1572,1433,120,10,10,19,110
EVT00863,2026-04-05,JRN009,Agent transfer,Routing,1433,1284,118,7,7,31,132
EVT00864,2026-04-05,JRN010,Greeting and language,Menu,1846,1757,57,10,57,32,22
EVT00865,2026-04-05,JRN010,Intent capture,Speech recognition,1757,1561,157,126,76,39,78
EVT00866,2026-04-05,JRN010,Eligibility or account lookup,Integration,1561,1400,130,14,11,31,88
EVT00867,2026-04-05,JRN010,Self-service resolution,Automation,1400,1280,98,4,7,22,110
EVT00868,2026-04-05,JRN010,Agent transfer,Routing,1280,1135,125,14,3,20,139
EVT00869,2026-04-05,JRN011,Greeting and language,Menu,2296,2203,48,14,56,45,44
EVT00870,2026-04-05,JRN011,Caller authentication,Authentication,2203,2076,110,19,5,17,45
EVT00871,2026-04-05,JRN011,Intent capture,Speech recognition,2076,1882,178,128,88,16,66
EVT00872,2026-04-05,JRN011,Eligibility or account lookup,Integration,1882,1663,177,19,11,42,74
EVT00873,2026-04-05,JRN011,Self-service resolution,Automation,1663,1516,106,5,14,41,100
EVT00874,2026-04-05,JRN011,Agent transfer,Routing,1516,1361,145,9,2,10,137
EVT00875,2026-04-05,JRN012,Greeting and language,Menu,1448,1394,39,7,66,15,31
EVT00876,2026-04-05,JRN012,Caller authentication,Authentication,1394,1334,52,7,10,8,65
EVT00877,2026-04-05,JRN012,Intent capture,Speech recognition,1334,1182,140,46,32,12,57
EVT00878,2026-04-05,JRN012,Eligibility or account lookup,Integration,1182,1069,104,3,8,9,84
EVT00879,2026-04-05,JRN012,Self-service resolution,Automation,1069,980,66,2,8,23,120
EVT00880,2026-04-05,JRN012,Agent transfer,Routing,980,892,77,10,3,11,137
EVT00881,2026-04-05,JRN013,Greeting and language,Menu,2448,2271,134,12,80,43,43
EVT00882,2026-04-05,JRN013,Caller authentication,Authentication,2271,2059,157,4,19,55,62
EVT00883,2026-04-05,JRN013,Intent capture,Speech recognition,2059,1784,244,73,87,31,76
EVT00884,2026-04-05,JRN013,Eligibility or account lookup,Integration,1784,1569,201,15,7,14,107
EVT00885,2026-04-05,JRN013,Self-service resolution,Automation,1569,1366,168,3,4,35,118
EVT00886,2026-04-05,JRN013,Agent transfer,Routing,1366,1192,148,8,11,26,134
EVT00887,2026-04-05,JRN014,Greeting and language,Menu,3119,3027,69,15,96,23,39
EVT00888,2026-04-05,JRN014,Intent capture,Speech recognition,3027,2661,308,186,105,58,76
EVT00889,2026-04-05,JRN014,Eligibility or account lookup,Integration,2661,2364,258,22,19,39,100
EVT00890,2026-04-05,JRN014,Self-service resolution,Automation,2364,2113,208,27,8,43,111
EVT00891,2026-04-05,JRN014,Agent transfer,Routing,2113,1917,163,22,8,33,144
EVT00892,2026-04-05,JRN015,Greeting and language,Menu,850,813,27,7,41,10,31
EVT00893,2026-04-05,JRN015,Caller authentication,Authentication,813,781,24,1,2,8,61
EVT00894,2026-04-05,JRN015,Intent capture,Speech recognition,781,706,67,42,34,8,76
EVT00895,2026-04-05,JRN015,Eligibility or account lookup,Integration,706,633,66,8,3,7,92
EVT00896,2026-04-05,JRN015,Self-service resolution,Automation,633,572,47,3,5,14,112
EVT00897,2026-04-05,JRN015,Agent transfer,Routing,572,521,50,2,4,1,133
EVT00898,2026-04-05,JRN016,Greeting and language,Menu,1515,1466,45,4,44,4,34
EVT00899,2026-04-05,JRN016,Intent capture,Speech recognition,1466,1327,121,59,50,18,71
EVT00900,2026-04-05,JRN016,Eligibility or account lookup,Integration,1327,1162,138,13,5,27,86
EVT00901,2026-04-05,JRN016,Self-service resolution,Automation,1162,1057,86,7,8,19,101
EVT00902,2026-04-05,JRN016,Agent transfer,Routing,1057,954,85,10,2,18,141
EVT00903,2026-04-05,JRN017,Greeting and language,Menu,2551,2411,102,28,109,38,37
EVT00904,2026-04-05,JRN017,Intent capture,Speech recognition,2411,2177,216,126,72,18,67
EVT00905,2026-04-05,JRN017,Eligibility or account lookup,Integration,2177,1992,176,7,7,9,71
EVT00906,2026-04-05,JRN017,Self-service resolution,Automation,1992,1764,179,15,13,49,110
EVT00907,2026-04-05,JRN017,Agent transfer,Routing,1764,1588,166,20,11,10,125
EVT00908,2026-04-05,JRN018,Greeting and language,Menu,1667,1589,43,17,57,35,36
EVT00909,2026-04-05,JRN018,Caller authentication,Authentication,1589,1480,71,11,10,38,57
EVT00910,2026-04-05,JRN018,Intent capture,Speech recognition,1480,1314,149,78,67,17,64
EVT00911,2026-04-05,JRN018,Eligibility or account lookup,Integration,1314,1180,125,13,11,9,90
EVT00912,2026-04-05,JRN018,Self-service resolution,Automation,1180,1072,94,5,9,14,117
EVT00913,2026-04-05,JRN018,Agent transfer,Routing,1072,954,103,7,2,15,133
EVT00914,2026-04-05,JRN019,Greeting and language,Menu,2795,2593,146,6,136,56,29
EVT00915,2026-04-05,JRN019,Caller authentication,Authentication,2593,2360,184,23,21,49,59
EVT00916,2026-04-05,JRN019,Intent capture,Speech recognition,2360,2070,274,101,71,16,54
EVT00917,2026-04-05,JRN019,Eligibility or account lookup,Integration,2070,1750,270,6,3,50,82
EVT00918,2026-04-05,JRN019,Self-service resolution,Automation,1750,1571,165,11,8,14,103
EVT00919,2026-04-05,JRN019,Agent transfer,Routing,1571,1363,181,17,9,27,139
EVT00920,2026-04-05,JRN020,Greeting and language,Menu,1073,1035,28,2,48,10,23
EVT00921,2026-04-05,JRN020,Caller authentication,Authentication,1035,1003,26,8,2,6,69
EVT00922,2026-04-05,JRN020,Intent capture,Speech recognition,1003,893,100,60,28,10,84
EVT00923,2026-04-05,JRN020,Eligibility or account lookup,Integration,893,795,92,8,4,6,96
EVT00924,2026-04-05,JRN020,Self-service resolution,Automation,795,728,57,3,2,10,117
EVT00925,2026-04-05,JRN020,Agent transfer,Routing,728,668,56,4,2,4,123
EVT00926,2026-04-05,JRN021,Greeting and language,Menu,3423,3288,77,34,134,58,37
EVT00927,2026-04-05,JRN021,Caller authentication,Authentication,3288,3119,101,30,21,68,48
EVT00928,2026-04-05,JRN021,Intent capture,Speech recognition,3119,2776,274,139,99,69,75
