date,journey_id,offered_calls,contained_calls,transferred_calls,abandoned_calls,repeat_calls_7d,avg_ivr_seconds,avg_agent_handle_seconds,containment_rate,transfer_rate,abandon_rate,no_match_rate,no_input_rate,auth_fail_rate,repeat_call_rate,data_quality_score,tableau_refresh_status
2026-04-05,JRN030,2502,1464,273,354,264,201,523,0.5855,0.1092,0.1418,0.0722,0.0413,0.0179,0.1056,83.1,Complete
2026-04-05,JRN031,1147,715,84,72,113,129,489,0.6236,0.0737,0.063,0.0466,0.0682,0.0186,0.0988,85.4,Complete
2026-04-05,JRN032,2303,984,502,182,266,180,508,0.4276,0.2183,0.0794,0.0533,0.0438,0.0713,0.1159,80.7,Complete
2026-04-05,JRN033,1133,767,104,124,108,171,426,0.6772,0.0922,0.1101,0.058,0.0505,0.0649,0.0956,81.4,Complete
2026-04-05,JRN034,2031,926,383,323,248,231,462,0.4562,0.1889,0.1591,0.0908,0.0426,0.0566,0.1225,80.8,Complete
2026-04-05,JRN035,2310,1034,375,124,237,163,456,0.4477,0.1624,0.0539,0.067,0.0508,0.0744,0.1029,78.5,Complete
2026-04-05,JRN036,953,293,258,152,135,217,512,0.3075,0.2711,0.1603,0.0924,0.0513,0.0171,0.1419,78.4,Complete
2026-04-05,JRN037,944,263,293,152,121,206,521,0.2793,0.311,0.1617,0.0721,0.05,0.0623,0.1284,79.5,Late
2026-04-05,JRN038,2775,999,650,239,358,141,445,0.3602,0.2345,0.0861,0.0663,0.0414,0.0043,0.1291,86.6,Complete
2026-04-05,JRN039,837,525,108,88,90,127,504,0.6273,0.1295,0.1063,0.0673,0.0589,0.0646,0.1079,82.3,Complete
2026-04-05,JRN040,2248,961,706,351,367,248,493,0.4275,0.3144,0.1564,0.0935,0.0511,0.0619,0.1636,79.4,Complete
2026-04-05,JRN041,2609,1679,378,235,306,163,541,0.6437,0.1452,0.0902,0.0639,0.0331,0.0688,0.1174,83.7,Complete
2026-04-05,JRN042,1980,712,535,285,270,266,472,0.3601,0.2704,0.1443,0.0979,0.0538,0.0265,0.1367,81.7,Complete
2026-04-06,JRN001,3403,1942,593,433,403,244,526,0.5708,0.1744,0.1273,0.0868,0.0494,0.0727,0.1185,80.1,Complete
2026-04-06,JRN002,1149,779,86,113,91,179,407,0.678,0.0756,0.0984,0.0544,0.0322,0.0103,0.0795,86.0,Complete
2026-04-06,JRN003,806,473,90,114,94,237,470,0.5875,0.1122,0.1415,0.077,0.0572,0.0244,0.1167,83.6,Complete
2026-04-06,JRN004,3379,1644,641,447,450,215,488,0.4867,0.1897,0.1324,0.0785,0.0371,0.0724,0.1333,81.7,Complete
2026-04-06,JRN005,728,463,71,47,72,155,453,0.6371,0.0981,0.0658,0.0539,0.051,0.0574,0.0993,81.3,Complete
2026-04-06,JRN006,1844,746,405,140,231,174,501,0.4046,0.2199,0.0762,0.0664,0.053,0.0562,0.1256,80.4,Complete
2026-04-06,JRN007,2273,1185,443,308,250,195,495,0.5215,0.195,0.1358,0.0871,0.0497,0.0767,0.11,79.0,Complete
2026-04-06,JRN008,2503,853,741,207,339,171,480,0.3409,0.2962,0.0828,0.0551,0.0557,0.0022,0.1357,82.6,Complete
2026-04-06,JRN009,2489,803,721,272,329,157,486,0.3228,0.2899,0.1095,0.0537,0.0417,0.0692,0.1325,84.5,Complete
2026-04-06,JRN010,2017,1026,645,114,283,144,457,0.5089,0.3202,0.057,0.0508,0.0461,0.0229,0.1406,85.0,Complete
2026-04-06,JRN011,2867,1731,391,158,312,161,460,0.604,0.1367,0.0552,0.0594,0.0493,0.07,0.1089,83.1,Complete
2026-04-06,JRN012,1876,647,462,169,225,163,398,0.345,0.2467,0.0906,0.0565,0.0517,0.0578,0.1203,80.9,Complete
2026-04-06,JRN013,3519,1781,468,522,383,268,495,0.5062,0.1331,0.1486,0.0759,0.0554,0.0688,0.109,77.7,Late
2026-04-06,JRN014,3492,1180,842,402,383,161,466,0.3382,0.2411,0.1152,0.0612,0.0348,0.0222,0.1097,86.8,Complete
2026-04-06,JRN015,779,338,159,59,86,207,467,0.4351,0.2042,0.0766,0.0651,0.0651,0.0697,0.1107,80.7,Complete
2026-04-06,JRN016,1965,1382,269,108,206,180,468,0.7033,0.137,0.0554,0.0612,0.0333,0.0067,0.1053,83.5,Complete
2026-04-06,JRN017,3213,2030,311,307,325,127,454,0.632,0.097,0.0956,0.0521,0.039,0.0235,0.1013,82.6,Complete
2026-04-06,JRN018,1932,1013,491,208,268,193,479,0.5248,0.2543,0.108,0.0574,0.0511,0.0545,0.1388,81.5,Complete
2026-04-06,JRN019,3234,2147,511,459,430,231,430,0.6642,0.1581,0.1419,0.0901,0.0554,0.0562,0.1332,76.4,Late
2026-04-06,JRN020,1205,568,196,72,132,168,413,0.4722,0.1631,0.0604,0.0664,0.0419,0.0769,0.1103,80.8,Complete
2026-04-06,JRN021,3435,1567,471,360,385,146,404,0.4563,0.1374,0.1048,0.0449,0.039,0.0755,0.1122,83.9,Complete
2026-04-06,JRN022,3370,1273,1029,311,402,133,489,0.3777,0.3054,0.0925,0.0451,0.0505,0.0033,0.1195,87.8,Complete
2026-04-06,JRN023,1046,330,307,92,141,193,458,0.3157,0.2944,0.0884,0.0437,0.0674,0.0591,0.1349,80.4,Complete
2026-04-06,JRN024,1112,388,238,187,150,252,596,0.3493,0.2148,0.1686,0.0799,0.0332,0.009,0.1356,81.8,Complete
2026-04-06,JRN025,3386,2060,203,544,289,223,509,0.6085,0.0601,0.1607,0.0716,0.0335,0.0734,0.0855,80.1,Complete
2026-04-06,JRN026,3770,1592,1024,287,467,142,423,0.4224,0.2719,0.0764,0.0685,0.0338,0.0799,0.1239,83.0,Complete
2026-04-06,JRN027,4472,2638,997,345,552,132,440,0.59,0.223,0.0773,0.0687,0.0584,0.0717,0.1236,80.5,Complete
2026-04-06,JRN028,3558,1351,950,249,457,106,475,0.3797,0.2672,0.0701,0.0455,0.0467,0.0185,0.1287,85.5,Complete
2026-04-06,JRN029,2202,1065,455,189,218,176,424,0.4837,0.207,0.0859,0.0485,0.0559,0.0663,0.0994,82.2,Complete
2026-04-06,JRN030,4329,2746,541,651,480,267,518,0.6343,0.1251,0.1505,0.0776,0.0385,0.0008,0.1111,84.9,Complete
2026-04-06,JRN031,1287,823,132,77,121,129,468,0.6402,0.1029,0.0605,0.0458,0.0539,0.0072,0.0941,84.1,Complete
2026-04-06,JRN032,2812,1344,616,264,303,168,499,0.4783,0.2193,0.0942,0.0527,0.0544,0.0797,0.1078,79.9,Complete
2026-04-06,JRN033,1350,929,150,109,157,148,432,0.6887,0.1117,0.0814,0.0695,0.0521,0.0743,0.117,82.3,Complete
2026-04-06,JRN034,2909,1082,561,366,383,226,534,0.3721,0.1931,0.1259,0.0823,0.04,0.0684,0.1319,78.4,Complete
2026-04-06,JRN035,3286,1601,367,180,344,168,429,0.4874,0.1119,0.055,0.0568,0.0568,0.0522,0.1047,82.8,Complete
2026-04-06,JRN036,1487,443,440,234,202,218,483,0.298,0.2963,0.158,0.0811,0.0473,0.0146,0.1364,80.3,Complete
2026-04-06,JRN037,1763,516,537,250,232,219,515,0.2929,0.305,0.142,0.09,0.0391,0.0553,0.1316,78.2,Complete
2026-04-06,JRN038,2789,1110,626,249,309,138,469,0.3981,0.2247,0.0893,0.0653,0.0467,0.0192,0.111,85.6,Complete
2026-04-06,JRN039,1030,667,148,115,94,182,472,0.6483,0.1444,0.112,0.0611,0.0655,0.0601,0.0916,81.4,Complete
2026-04-06,JRN040,4484,1842,1436,570,645,249,509,0.4108,0.3204,0.1272,0.0811,0.0421,0.055,0.1439,81.2,Complete
2026-04-06,JRN041,4222,2613,604,253,377,125,457,0.619,0.1431,0.0602,0.0545,0.0512,0.051,0.0893,83.4,Complete
2026-04-06,JRN042,2780,1108,590,356,404,258,482,0.3989,0.2123,0.1284,0.0963,0.0555,0.0101,0.1456,80.9,Complete
2026-04-07,JRN001,2961,1628,393,414,382,210,456,0.5501,0.1327,0.1399,0.0972,0.0418,0.0666,0.129,79.5,Late
2026-04-07,JRN002,997,704,72,96,95,133,420,0.7064,0.0725,0.0971,0.0426,0.0321,0.0026,0.096,89.4,Complete
2026-04-07,JRN003,773,466,106,100,83,263,485,0.6029,0.1381,0.1302,0.0915,0.0593,0.0268,0.1083,80.5,Complete
2026-04-07,JRN004,3251,1529,520,412,383,257,556,0.4703,0.1601,0.127,0.0812,0.0383,0.0751,0.1179,81.8,Complete
2026-04-07,JRN005,582,386,58,35,61,124,420,0.6633,0.1,0.0602,0.0428,0.0413,0.0657,0.1055,83.2,Complete
2026-04-07,JRN006,1143,457,199,106,130,105,418,0.4002,0.1749,0.0928,0.0666,0.0328,0.0671,0.1144,83.6,Complete
2026-04-07,JRN007,2259,1322,405,303,277,222,533,0.5854,0.1797,0.1345,0.0738,0.049,0.0524,0.1227,82.7,Complete
2026-04-07,JRN008,2593,924,727,279,350,177,442,0.3566,0.2804,0.1077,0.0652,0.0341,0.0167,0.135,82.4,Complete
2026-04-07,JRN009,2458,860,724,196,352,166,492,0.3499,0.2947,0.0801,0.0455,0.0456,0.0675,0.1434,81.6,Complete
2026-04-07,JRN010,1860,923,581,166,264,145,484,0.4967,0.3127,0.0896,0.0673,0.0383,0.0196,0.1425,84.3,Complete
2026-04-07,JRN011,2173,1343,216,194,197,141,430,0.6182,0.0997,0.0896,0.0617,0.0492,0.0643,0.091,79.9,Complete
2026-04-07,JRN012,1835,770,499,194,258,169,444,0.4199,0.2721,0.1058,0.0702,0.0375,0.059,0.1409,80.5,Complete
2026-04-07,JRN013,2701,1393,450,387,282,227,515,0.5158,0.1669,0.1433,0.0825,0.0444,0.0612,0.1045,78.9,Complete
2026-04-07,JRN014,3114,1227,696,313,320,161,471,0.3942,0.2237,0.1006,0.0462,0.053,0.006,0.1029,86.2,Complete
2026-04-07,JRN015,877,404,144,102,95,187,501,0.4608,0.1648,0.1165,0.0614,0.0538,0.0647,0.1086,80.9,Complete
2026-04-07,JRN016,1438,949,223,88,138,182,410,0.66,0.1556,0.0616,0.0659,0.0342,0.0008,0.0965,86.6,Complete
2026-04-07,JRN017,2701,1681,368,264,286,176,472,0.6226,0.1366,0.0981,0.0669,0.0552,0.0205,0.1059,81.2,Complete
2026-04-07,JRN018,1711,778,415,200,234,180,439,0.4551,0.2426,0.1174,0.0624,0.049,0.0583,0.1372,83.1,Complete
2026-04-07,JRN019,2880,1987,420,360,348,266,484,0.6901,0.1459,0.1253,0.098,0.0712,0.0752,0.1209,75.2,Complete
2026-04-07,JRN020,942,449,168,60,106,176,503,0.4773,0.1794,0.0646,0.0493,0.0477,0.0786,0.1134,83.2,Complete
2026-04-07,JRN021,4100,1951,661,366,401,179,491,0.4759,0.1613,0.0894,0.0452,0.0326,0.0649,0.0979,82.8,Complete
2026-04-07,JRN022,2614,1018,937,226,386,100,499,0.3895,0.3586,0.0867,0.0513,0.0491,0.0206,0.1477,85.3,Complete
2026-04-07,JRN023,1066,356,320,67,144,179,553,0.3342,0.3011,0.0632,0.0551,0.0658,0.0718,0.1357,78.6,Complete
2026-04-07,JRN024,926,329,167,152,113,214,517,0.356,0.1806,0.1642,0.0806,0.0533,0.0112,0.1223,84.3,Complete
2026-04-07,JRN025,3223,2113,277,431,309,209,515,0.6559,0.0861,0.1338,0.0716,0.0483,0.0659,0.0961,78.0,Complete
2026-04-07,JRN026,3035,1295,996,286,374,126,574,0.4268,0.3285,0.0944,0.0453,0.0527,0.0554,0.1232,84.1,Complete
2026-04-07,JRN027,4164,2489,879,420,427,173,432,0.5978,0.2111,0.1009,0.0458,0.0668,0.0734,0.1026,81.6,Complete
2026-04-07,JRN028,3217,1096,798,238,431,155,470,0.341,0.2483,0.074,0.0629,0.0548,0.0268,0.1343,85.3,Complete
2026-04-07,JRN029,1863,977,342,101,183,145,501,0.5249,0.1838,0.0546,0.0561,0.0393,0.052,0.0984,83.1,Complete
2026-04-07,JRN030,3477,2125,456,542,399,251,574,0.6112,0.1314,0.1559,0.072,0.0559,0.0147,0.1149,80.9,Complete
2026-04-07,JRN031,1234,859,94,62,123,160,413,0.6966,0.0768,0.051,0.0561,0.051,0.0213,0.1004,82.6,Complete
2026-04-07,JRN032,3448,1548,760,179,356,149,475,0.4491,0.2206,0.0522,0.0442,0.0521,0.0514,0.1034,84.7,Complete
2026-04-07,JRN033,1410,1013,102,132,130,147,382,0.7187,0.0727,0.0939,0.044,0.0445,0.0687,0.0928,83.1,Complete
2026-04-07,JRN034,3053,1290,521,489,392,258,506,0.4226,0.1708,0.1603,0.0829,0.0466,0.0733,0.1286,79.6,Late
2026-04-07,JRN035,2221,1079,301,134,222,144,369,0.4859,0.1356,0.0606,0.0414,0.0501,0.0533,0.1001,82.4,Complete
2026-04-07,JRN036,1572,433,438,260,209,271,546,0.2758,0.2787,0.1657,0.0873,0.043,0.0293,0.1336,79.3,Complete
2026-04-07,JRN037,1574,427,403,257,225,262,487,0.2713,0.2561,0.1633,0.0947,0.0322,0.0542,0.1433,77.7,Complete
2026-04-07,JRN038,3565,1472,848,322,457,144,432,0.413,0.2381,0.0904,0.0444,0.0416,0.0137,0.1284,86.4,Complete
2026-04-07,JRN039,1056,636,135,125,110,159,421,0.6029,0.1278,0.1192,0.0663,0.0505,0.0773,0.1043,79.7,Complete
2026-04-07,JRN040,3427,1353,1132,564,517,255,507,0.395,0.3304,0.1646,0.0898,0.0534,0.0645,0.151,80.7,Complete
2026-04-07,JRN041,3566,2300,451,297,408,164,401,0.6451,0.1267,0.0835,0.0627,0.0374,0.0787,0.1146,80.8,Complete
2026-04-07,JRN042,2407,861,606,353,350,252,491,0.358,0.2519,0.1467,0.0879,0.0474,0.0045,0.1455,84.6,Complete
2026-04-08,JRN001,3626,2006,593,480,410,223,465,0.5532,0.1637,0.1324,0.0905,0.0397,0.0599,0.1132,80.2,Complete
2026-04-08,JRN002,1032,768,51,98,84,197,439,0.7445,0.05,0.095,0.0582,0.0341,0.015,0.0818,87.6,Complete
2026-04-08,JRN003,723,408,117,116,89,235,488,0.5644,0.1628,0.1606,0.0969,0.0633,0.0267,0.1237,79.9,Complete
2026-04-08,JRN004,3195,1627,658,447,396,226,521,0.5095,0.2061,0.1399,0.091,0.0464,0.0715,0.124,77.7,Late
2026-04-08,JRN005,584,407,49,39,57,189,449,0.698,0.0853,0.0668,0.0442,0.0535,0.0648,0.0989,83.9,Complete
2026-04-08,JRN006,1331,527,216,150,133,162,450,0.3966,0.1625,0.1133,0.0475,0.0518,0.0557,0.1001,82.3,Complete
2026-04-08,JRN007,1974,1145,394,299,259,221,479,0.5803,0.2,0.1515,0.0831,0.0711,0.0501,0.1314,78.3,Complete
2026-04-08,JRN008,2086,778,671,221,291,137,462,0.3733,0.3217,0.1061,0.0462,0.0516,0.0031,0.1396,83.8,Complete
2026-04-08,JRN009,1824,655,469,169,206,181,413,0.3593,0.2574,0.0929,0.0513,0.0391,0.0741,0.1135,82.5,Complete
2026-04-08,JRN010,1556,780,451,99,195,149,424,0.5019,0.2903,0.0641,0.0631,0.0453,0.0065,0.1259,82.3,Complete
2026-04-08,JRN011,2765,1851,233,205,266,194,376,0.6698,0.0844,0.0744,0.0601,0.065,0.0728,0.0963,79.1,Complete
2026-04-08,JRN012,1489,632,371,170,178,170,476,0.4244,0.2494,0.1145,0.0537,0.0323,0.0532,0.1201,85.0,Complete
2026-04-08,JRN013,3002,1613,339,383,319,169,457,0.5375,0.1132,0.1278,0.0915,0.0369,0.0662,0.1064,78.5,Complete
2026-04-08,JRN014,3385,1165,786,313,430,180,480,0.3442,0.2323,0.0925,0.0563,0.0511,0.0209,0.1271,84.4,Complete
2026-04-08,JRN015,882,446,124,95,87,129,466,0.5059,0.1408,0.1085,0.0471,0.0689,0.0758,0.099,79.9,Complete
2026-04-08,JRN016,1712,1167,254,100,209,213,500,0.682,0.1487,0.0588,0.0627,0.0366,0.0135,0.1221,83.5,Complete
2026-04-08,JRN017,2725,1714,298,224,312,163,534,0.6291,0.1095,0.0822,0.0664,0.0321,0.014,0.1145,84.1,Complete
2026-04-08,JRN018,1732,874,422,195,187,156,429,0.5046,0.2438,0.1129,0.05,0.051,0.0665,0.1085,80.0,Complete
2026-04-08,JRN019,3054,2085,406,429,333,222,554,0.6829,0.1332,0.1407,0.0945,0.0639,0.0599,0.1093,77.8,Complete
2026-04-08,JRN020,945,486,194,52,120,164,476,0.5147,0.2055,0.0552,0.0514,0.0378,0.0693,0.1271,80.9,Complete
2026-04-08,JRN021,2915,1204,440,313,295,192,418,0.4132,0.151,0.1076,0.0417,0.0444,0.0731,0.1013,84.1,Complete
2026-04-08,JRN022,2767,1094,861,148,368,144,462,0.3956,0.3114,0.0537,0.0439,0.0553,0.0232,0.1331,84.1,Complete
2026-04-08,JRN023,1130,395,312,98,161,202,525,0.3502,0.2764,0.0873,0.0674,0.0658,0.0631,0.1429,82.3,Complete
2026-04-08,JRN024,1154,462,193,148,143,244,492,0.4005,0.1677,0.1283,0.0733,0.038,0.0021,0.1244,84.4,Complete
2026-04-08,JRN025,3284,2085,201,411,283,248,517,0.6351,0.0613,0.1253,0.0896,0.0335,0.0724,0.0865,79.4,Complete
2026-04-08,JRN026,2912,1164,898,182,366,177,501,0.3997,0.3085,0.0627,0.0688,0.0412,0.0747,0.1259,79.5,Complete
2026-04-08,JRN027,3944,2508,701,453,509,151,536,0.6361,0.1779,0.1149,0.07,0.0688,0.0694,0.1293,80.9,Complete
2026-04-08,JRN028,3121,941,899,211,435,153,452,0.3018,0.2881,0.0677,0.0574,0.034,0.0063,0.1395,83.7,Complete
2026-04-08,JRN029,1947,900,399,119,192,152,467,0.4626,0.2052,0.0614,0.0444,0.0481,0.067,0.0987,82.7,Complete
2026-04-08,JRN030,2408,1497,255,373,282,203,545,0.622,0.1061,0.1552,0.0755,0.0367,0.0174,0.1174,84.6,Complete
2026-04-08,JRN031,1134,709,108,73,112,165,484,0.6254,0.096,0.0648,0.0608,0.0646,0.0046,0.0989,85.1,Complete
2026-04-08,JRN032,2298,967,537,188,294,151,506,0.4212,0.234,0.082,0.0602,0.0386,0.0608,0.1283,82.7,Complete
2026-04-08,JRN033,1471,980,172,115,129,138,450,0.6668,0.1172,0.0787,0.0494,0.0518,0.0767,0.088,80.6,Complete
2026-04-08,JRN034,2318,1036,487,355,279,255,523,0.4473,0.2105,0.1534,0.0924,0.0459,0.0731,0.1208,76.4,Complete
2026-04-08,JRN035,2785,1279,457,213,277,155,457,0.4593,0.1644,0.0765,0.0667,0.0512,0.065,0.0996,82.1,Complete
2026-04-08,JRN036,1575,560,467,245,231,182,499,0.3558,0.2967,0.1558,0.0907,0.0354,0.0048,0.1472,84.4,Complete
2026-04-08,JRN037,1708,404,514,231,241,177,538,0.2366,0.3013,0.1354,0.0759,0.0376,0.0701,0.1416,78.5,Complete
2026-04-08,JRN038,2646,927,681,210,365,131,451,0.3506,0.2574,0.0796,0.0701,0.0472,0.0082,0.138,84.2,Complete
2026-04-08,JRN039,899,603,74,77,96,189,414,0.6718,0.0824,0.0863,0.0702,0.0533,0.0622,0.107,78.5,Late
2026-04-08,JRN040,4187,1755,1259,566,557,197,489,0.4194,0.3008,0.1353,0.0834,0.0387,0.0545,0.1332,79.8,Complete
2026-04-08,JRN041,3508,2202,433,268,318,174,439,0.6278,0.1235,0.0766,0.0604,0.0419,0.0573,0.0908,82.3,Complete
2026-04-08,JRN042,2377,948,502,314,344,197,461,0.3992,0.2113,0.1325,0.0957,0.0444,0.0122,0.1447,80.1,Complete
2026-04-09,JRN001,3613,1916,619,528,389,181,458,0.5305,0.1715,0.1462,0.0825,0.0373,0.0623,0.1079,79.8,Complete
2026-04-09,JRN002,942,646,77,109,77,186,455,0.6861,0.082,0.1165,0.0589,0.0337,0.0113,0.0826,83.3,Complete
2026-04-09,JRN003,680,387,79,112,79,186,549,0.5695,0.1174,0.1656,0.086,0.0691,0.0159,0.1171,78.3,Complete
2026-04-09,JRN004,3868,1686,822,601,510,184,554,0.4361,0.2126,0.1555,0.0809,0.0421,0.0762,0.1319,79.6,Complete
2026-04-09,JRN005,570,403,60,43,61,200,495,0.7077,0.1056,0.0759,0.0538,0.0381,0.073,0.1086,82.2,Complete
2026-04-09,JRN006,1613,648,249,174,157,174,522,0.4022,0.1544,0.1085,0.0412,0.0445,0.0656,0.0976,84.0,Complete
2026-04-09,JRN007,2212,1222,412,329,263,252,527,0.5527,0.1863,0.1491,0.0849,0.0627,0.0798,0.1192,77.3,Late
2026-04-09,JRN008,2459,868,717,293,301,165,464,0.3533,0.2919,0.1195,0.0583,0.0506,0.0119,0.1224,85.6,Complete
2026-04-09,JRN009,2217,678,610,244,263,109,436,0.306,0.2756,0.1104,0.065,0.0467,0.0705,0.119,79.4,Complete
2026-04-09,JRN010,1986,930,583,107,272,178,462,0.4685,0.294,0.054,0.0489,0.0409,0.0183,0.1372,84.6,Complete
2026-04-09,JRN011,2317,1360,292,134,263,226,432,0.5872,0.1262,0.0579,0.0558,0.0483,0.0755,0.1139,80.0,Complete
2026-04-09,JRN012,1698,662,442,174,242,182,488,0.3899,0.2609,0.1027,0.0612,0.0406,0.0697,0.1427,82.2,Complete
2026-04-09,JRN013,2654,1311,276,415,297,216,474,0.494,0.1041,0.1567,0.0956,0.0452,0.0718,0.112,76.6,Complete
2026-04-09,JRN014,3077,1263,673,286,354,132,467,0.4107,0.2188,0.0932,0.0411,0.0362,0.0152,0.1153,88.5,Complete
2026-04-09,JRN015,777,363,149,67,81,162,431,0.4674,0.1925,0.0863,0.0543,0.057,0.0645,0.1053,80.7,Complete
2026-04-09,JRN016,1722,1222,270,123,165,144,398,0.7097,0.1573,0.0717,0.0487,0.0412,0.0237,0.0961,85.6,Complete
2026-04-09,JRN017,2444,1630,267,214,240,179,467,0.6671,0.1094,0.0879,0.053,0.05,0.0103,0.0984,86.3,Complete
2026-04-09,JRN018,1770,861,376,192,201,169,495,0.4866,0.2128,0.1086,0.0689,0.0366,0.0721,0.1139,82.5,Complete
2026-04-09,JRN019,3330,2217,531,434,324,193,567,0.666,0.1595,0.1304,0.0704,0.0709,0.0648,0.0974,77.4,Complete
2026-04-09,JRN020,777,369,173,69,99,139,466,0.4754,0.2229,0.0896,0.0582,0.0386,0.0555,0.1281,81.6,Complete
2026-04-09,JRN021,3724,1642,740,284,416,186,497,0.4411,0.1988,0.0765,0.0514,0.0526,0.0733,0.112,82.6,Complete
2026-04-09,JRN022,3041,1027,1022,203,387,155,512,0.3378,0.3362,0.0671,0.044,0.0407,0.0259,0.1275,83.2,Complete
2026-04-09,JRN023,1046,327,304,87,139,176,532,0.3132,0.2913,0.0838,0.052,0.0576,0.0635,0.1332,80.2,Complete
2026-04-09,JRN024,1052,421,232,157,146,227,519,0.4009,0.2213,0.15,0.0937,0.0367,0.024,0.1391,81.7,Complete
2026-04-09,JRN025,4117,2703,372,573,369,274,519,0.6568,0.0904,0.1392,0.0826,0.038,0.0758,0.0897,81.1,Complete
2026-04-09,JRN026,3302,1191,1072,179,472,173,451,0.3609,0.3247,0.0543,0.0633,0.0382,0.0608,0.143,82.6,Complete
2026-04-09,JRN027,3374,2137,665,351,370,193,403,0.6335,0.1974,0.1042,0.0572,0.0715,0.0585,0.1097,80.9,Complete
2026-04-09,JRN028,3034,925,882,215,454,131,501,0.3051,0.291,0.0709,0.0697,0.0528,0.0192,0.1498,83.2,Complete
2026-04-09,JRN029,1949,929,358,154,245,160,480,0.4769,0.1839,0.0794,0.0623,0.0465,0.0619,0.1258,80.4,Complete
2026-04-09,JRN030,2694,1645,357,357,289,226,447,0.6109,0.1325,0.1325,0.0936,0.035,0.007,0.1076,83.7,Complete
2026-04-09,JRN031,1099,760,104,57,94,167,441,0.6923,0.0951,0.0524,0.0641,0.0606,0.0299,0.086,80.0,Complete
2026-04-09,JRN032,3007,1287,586,250,311,186,472,0.4281,0.1951,0.0832,0.0543,0.035,0.0658,0.1036,80.9,Complete
2026-04-09,JRN033,1560,1147,214,155,159,142,400,0.7354,0.1374,0.0997,0.0451,0.0548,0.0662,0.1022,80.6,Complete
2026-04-09,JRN034,2874,1167,562,428,331,226,550,0.4061,0.1958,0.149,0.0953,0.0436,0.0568,0.1153,80.8,Complete
2026-04-09,JRN035,3273,1611,365,205,347,166,435,0.4922,0.1115,0.0629,0.0571,0.0645,0.0648,0.1063,79.3,Complete
2026-04-09,JRN036,1834,624,488,244,269,200,470,0.3407,0.2664,0.1335,0.0945,0.0425,0.0075,0.1472,83.1,Complete
2026-04-09,JRN037,1998,558,607,304,293,252,526,0.2795,0.304,0.1526,0.0888,0.0385,0.0695,0.1469,81.5,Complete
2026-04-09,JRN038,3166,1137,695,302,357,193,546,0.3593,0.2197,0.0955,0.0546,0.0488,0.0148,0.1129,87.0,Complete
2026-04-09,JRN039,1094,658,117,82,99,157,463,0.6023,0.1077,0.0754,0.0437,0.0484,0.0565,0.0909,84.2,Complete
2026-04-09,JRN040,3151,1268,857,405,432,220,519,0.4027,0.2722,0.1286,0.0905,0.0355,0.058,0.1373,78.0,Complete
2026-04-09,JRN041,3555,2327,497,239,353,172,456,0.6547,0.14,0.0673,0.0702,0.0379,0.0798,0.0995,79.7,Late
2026-04-09,JRN042,2337,827,626,390,315,246,553,0.354,0.2683,0.1671,0.0728,0.0495,0.0223,0.1352,83.5,Complete
2026-04-10,JRN001,3164,1806,623,429,397,241,494,0.571,0.1971,0.1356,0.081,0.0324,0.0738,0.1255,77.9,Complete
2026-04-10,JRN002,1090,799,89,89,110,125,531,0.7332,0.0822,0.082,0.0641,0.038,0.015,0.101,83.1,Complete
2026-04-10,JRN003,813,429,115,105,95,235,464,0.5289,0.1425,0.1298,0.0826,0.0556,0.0168,0.1175,80.3,Complete
2026-04-10,JRN004,4226,1850,732,666,500,207,501,0.4379,0.1734,0.1576,0.0755,0.0329,0.0712,0.1184,80.5,Complete
2026-04-10,JRN005,585,390,63,45,58,161,473,0.6682,0.1077,0.0769,0.0668,0.0358,0.0659,0.0997,82.0,Complete
2026-04-10,JRN006,1314,589,248,141,158,162,476,0.4488,0.1894,0.108,0.0675,0.0469,0.0609,0.1205,78.9,Complete
2026-04-10,JRN007,2152,1224,384,296,266,266,594,0.5689,0.1788,0.1377,0.0803,0.0557,0.0529,0.124,81.5,Complete
2026-04-10,JRN008,2322,710,616,194,284,131,440,0.3058,0.2655,0.0836,0.042,0.0474,0.0117,0.1224,88.2,Complete
2026-04-10,JRN009,2168,646,660,226,310,204,441,0.2982,0.3045,0.1045,0.0689,0.052,0.064,0.1434,78.6,Complete
2026-04-10,JRN010,2056,1022,526,159,233,165,515,0.4975,0.2561,0.0778,0.0569,0.0496,0.025,0.1133,85.8,Complete
2026-04-10,JRN011,2508,1503,295,189,279,191,460,0.5994,0.118,0.0757,0.0694,0.0614,0.0667,0.1114,78.9,Complete
2026-04-10,JRN012,1467,561,321,162,176,120,419,0.3824,0.2193,0.1107,0.0575,0.0441,0.0697,0.1202,79.8,Complete
2026-04-10,JRN013,3402,1745,501,551,369,233,452,0.5131,0.1473,0.1622,0.0777,0.0378,0.0664,0.1087,81.3,Complete
2026-04-10,JRN014,3058,1115,777,229,335,154,470,0.3647,0.2542,0.075,0.042,0.0388,0.0005,0.1096,84.7,Complete
2026-04-10,JRN015,866,422,175,96,105,187,499,0.4884,0.203,0.112,0.0686,0.0603,0.0671,0.122,81.6,Complete
2026-04-10,JRN016,1585,1034,252,97,169,158,474,0.6528,0.1593,0.0612,0.0487,0.0392,0.0171,0.1069,86.5,Complete
2026-04-10,JRN017,2326,1593,326,260,253,156,412,0.6849,0.1402,0.1119,0.0439,0.0474,0.0011,0.1088,84.2,Complete
